Algorithm,Allocation,Processes,MessageSize,Latency
Basic_Linear,core,34,256,8.15
Basic_Linear,core,34,512,10.40
Basic_Linear,core,34,1024,13.18
Basic_Linear,core,34,2048,16.04
Basic_Linear,core,34,4096,21.57
Basic_Linear,core,34,8192,61.49
Basic_Linear,core,34,16384,21.00
Basic_Linear,core,34,32768,34.15
Basic_Linear,core,34,65536,79.17
Basic_Linear,core,34,131072,128.78
Basic_Linear,core,34,262144,180.13
Basic_Linear,core,34,524288,266.86
Basic_Linear,core,34,1048576,500.83
Basic_Linear,core,35,1,3.93
Basic_Linear,core,35,2,4.03
Basic_Linear,core,35,4,4.06
Basic_Linear,core,35,8,5.27
Basic_Linear,core,35,16,5.05
Basic_Linear,core,35,32,5.22
Basic_Linear,core,35,64,5.92
Basic_Linear,core,35,128,6.72
Basic_Linear,core,35,256,8.09
Basic_Linear,core,35,512,10.49
Basic_Linear,core,35,1024,13.26
Basic_Linear,core,35,2048,16.16
Basic_Linear,core,35,4096,21.93
Basic_Linear,core,35,8192,60.05
Basic_Linear,core,35,16384,22.14
Basic_Linear,core,35,32768,42.21
Basic_Linear,core,35,65536,58.10
Basic_Linear,core,35,131072,131.71
Basic_Linear,core,35,262144,222.32
Basic_Linear,core,35,524288,322.09
Basic_Linear,core,35,1048576,565.31
Basic_Linear,core,36,1,3.80
Basic_Linear,core,36,2,3.93
Basic_Linear,core,36,4,3.92
Basic_Linear,core,36,8,5.34
Basic_Linear,core,36,16,4.66
Basic_Linear,core,36,32,5.18
Basic_Linear,core,36,64,5.80
Basic_Linear,core,36,128,6.60
Basic_Linear,core,36,256,7.98
Basic_Linear,core,36,512,10.64
Basic_Linear,core,36,1024,13.42
Basic_Linear,core,36,2048,16.53
Basic_Linear,core,36,4096,22.51
Basic_Linear,core,36,8192,59.75
Basic_Linear,core,36,16384,22.62
Basic_Linear,core,36,32768,41.42
Basic_Linear,core,36,65536,90.37
Basic_Linear,core,36,131072,165.53
Basic_Linear,core,36,262144,225.95
Basic_Linear,core,36,524288,359.42
Basic_Linear,core,36,1048576,604.63
Basic_Linear,core,37,1,3.62
Basic_Linear,core,37,2,3.77
Basic_Linear,core,37,4,3.79
Basic_Linear,core,37,8,5.25
Basic_Linear,core,37,16,4.54
Basic_Linear,core,37,32,5.07
Basic_Linear,core,37,64,5.73
Basic_Linear,core,37,128,6.49
